,location,total_sqft,bath,price,bhk,encoded_loc
8418,Whitefield,1250.0,2,85.0,2,224
8419,other,1200.0,2,54.0,2,230
8420,Horamavu Agara,994.0,2,42.28,2,98
8421,Ramamurthy Nagar,1150.0,2,40.0,2,188
8422,Thanisandra,1220.0,2,46.0,2,209
8423,other,1441.0,2,115.0,2,230
8424,Thigalarapalya,1400.0,2,105.0,2,210
8425,Tindlu,1370.07,3,65.0,3,213
8426,Judicial Layout,900.0,2,40.0,2,114
8427,other,418.0,1,17.0,1,230
8428,other,1200.0,3,80.0,3,230
8429,ISRO Layout,1200.0,2,43.0,2,106
8430,Talaghattapura,1062.0,2,42.48,2,208
8431,Kanakpura Road,1120.0,2,51.0,2,127
8432,Bannerghatta Road,1012.0,2,44.0,2,34
8433,Kanakpura Road,1430.0,2,78.0,2,127
8434,Channasandra,1195.0,2,56.0,3,56
8435,Old Madras Road,2640.0,5,150.0,3,177
8436,Hennur Road,2345.0,3,75.99,3,96
8437,Sonnenahalli,1011.0,2,59.0,2,204
8438,7th Phase JP Nagar,1450.0,2,102.0,3,6
8439,Sarjapur  Road,1129.0,2,69.0,2,194
8440,Sarjapura - Attibele Road,1126.0,2,36.0,2,195
8441,Sarjapur  Road,1180.0,2,45.0,3,194
8442,Bannerghatta,940.0,4,45.0,4,33
8443,Hennur Road,1933.0,3,140.0,3,96
8444,TC Palaya,1082.0,2,64.0,2,207
8445,other,610.0,1,28.0,1,230
8446,Kudlu Gate,3850.0,6,205.0,4,148
8447,CV Raman Nagar,1125.0,2,46.0,2,53
8448,other,2400.0,7,107.0,6,230
8449,Kengeri Satellite Town,777.4,2,25.0,2,136
8450,Old Airport Road,1798.0,3,150.0,3,176
8451,other,1864.0,3,120.0,3,230
8452,Whitefield,1115.0,2,51.91,2,224
8453,Kengeri,400.0,1,25.0,1,135
8454,Rajaji Nagar,1200.0,2,70.0,2,185
8455,other,950.0,2,57.0,2,230
8456,Bellandur,1200.0,2,62.0,2,40
8457,GM Palaya,1735.0,3,70.0,3,78
8458,Jalahalli,1470.0,2,102.0,3,111
8459,Bannerghatta Road,1527.0,3,115.0,3,34
8460,other,985.0,2,45.0,2,230
8461,Chandapura,3300.0,4,135.0,4,55
8462,Whitefield,1277.0,2,77.0,2,224
8463,other,1100.0,2,62.0,2,230
8464,Whitefield,1820.0,3,140.0,3,224
8465,other,1530.0,3,87.0,4,230
8466,Jakkur,1880.0,4,110.0,3,110
8467,Hennur,1255.0,2,52.35,2,95
8468,Somasundara Palya,1140.0,2,46.0,2,202
8469,Electronic City Phase II,1025.0,2,29.6,2,75
8470,Whitefield,3453.0,4,247.0,4,224
8471,Kaikondrahalli,1250.0,2,78.0,2,120
8472,other,2400.0,3,108.0,4,230
8473,Jalahalli,1244.0,2,88.0,2,111
8474,Kengeri Satellite Town,1025.0,2,28.57,2,136
8475,Sarjapur  Road,1034.0,2,38.0,2,194
8476,Kengeri Satellite Town,1191.0,2,33.34,3,136
8477,Kasavanhalli,1719.0,3,71.0,3,130
8478,Hosa Road,1470.0,2,84.22,3,101
8479,Yelahanka,1140.0,2,50.66,2,226
8480,Harlur,1752.12,3,125.0,3,91
8481,Old Madras Road,2990.0,3,170.0,3,177
8482,Bannerghatta Road,1660.0,3,85.0,3,34
8483,Electronic City,1275.0,3,63.43,3,74
8484,Bommasandra Industrial Area,1365.0,3,52.81,3,49
8485,other,1200.0,2,90.0,3,230
8486,Kanakpura Road,2546.0,3,170.0,3,127
8487,Banashankari Stage VI,1392.0,3,69.46,3,30
8488,Whitefield,1245.0,2,59.76,2,224
8489,Rayasandra,1200.0,3,65.0,5,189
8490,Yeshwanthpur,1162.0,2,64.08,2,229
8491,Singasandra,1476.0,2,73.0,3,201
8492,KR Puram,700.0,1,21.5,1,115
8493,other,3600.0,6,170.0,6,230
8494,Jigani,943.0,2,48.0,2,113
8495,Sarjapur  Road,1113.0,2,44.5,2,194
8496,Varthur,1615.0,3,69.43,3,217
8497,other,1279.0,2,100.0,2,230
8498,Sompura,1350.0,3,65.0,3,203
8499,other,1525.0,3,68.63,3,230
8500,Ardendale,1777.26,3,92.0,3,19
8501,Bisuvanahalli,845.0,2,32.0,2,46
8502,other,900.0,2,25.0,2,230
8503,Varthur,1210.0,2,64.15,2,217
8504,Electronic City Phase II,829.0,2,22.8,2,75
8505,Sarjapur  Road,1879.0,3,155.0,3,194
8506,Hosur Road,1250.0,2,50.0,3,104
8507,other,1200.0,2,35.0,4,230
8508,Marathahalli,1108.0,2,60.0,3,161
8509,Kanakpura Road,1401.0,3,69.0,3,127
8510,other,1185.0,2,42.66,2,230
8511,Green Glen Layout,1751.0,3,115.0,3,83
8512,Bannerghatta Road,1880.0,3,96.5,3,34
8513,Channasandra,1175.0,2,38.0,2,56
8514,Jalahalli,1407.0,2,98.49,2,111
8515,Yelachenahalli,1000.0,2,50.0,2,225
8516,Electronic City,1518.0,3,75.0,3,74
8517,other,3600.0,4,300.0,4,230
8518,Tumkur Road,1027.0,2,67.0,2,214
8519,Begur Road,1500.0,2,47.25,3,39
8520,Varthur,1737.0,2,57.32,3,217
8521,Hennur,5259.0,2,161.5,4,95
8522,other,1600.0,4,120.0,3,230
8523,other,1120.0,2,60.0,2,230
8524,Hennur Road,1030.0,2,46.5,2,96
8525,Gubbalala,2500.0,6,88.0,6,84
8526,Kammasandra,1057.0,2,35.0,2,125
8527,Hormavu,1075.0,2,53.7,2,100
8528,Mysore Road,1080.0,2,60.0,3,166
8529,other,5100.0,7,225.0,6,230
8530,Singasandra,1139.7,2,45.0,2,201
8531,Whitefield,1074.0,2,42.8,2,224
8532,Sarjapur  Road,2425.0,5,175.0,4,194
8533,Sarjapur  Road,1323.0,2,74.0,2,194
8534,Kalena Agrahara,900.0,2,40.0,2,121
8535,Sarjapura - Attibele Road,740.0,1,23.65,1,195
8536,Bannerghatta Road,1550.0,3,96.0,3,34
8537,Gunjur,1588.0,2,90.0,3,85
8538,other,1308.0,2,86.0,2,230
8539,Hennur,1340.0,2,54.27,3,95
8540,Thanisandra,1719.0,3,135.0,3,209
8541,Electronic City,1090.0,2,31.48,1,74
8542,Jakkur,1660.0,3,104.0,3,110
8543,Nagavara,1247.0,2,58.56,2,171
8544,Thanisandra,1595.0,3,96.0,3,209
8545,Kaggadasapura,1175.0,2,50.0,2,118
8546,Old Airport Road,1184.0,2,78.0,2,176
8547,other,1100.0,2,55.0,2,230
8548,Kaval Byrasandra,935.0,2,78.0,2,133
8549,Yelahanka,1200.0,2,60.0,2,226
8550,other,1000.0,2,45.0,2,230
8551,Uttarahalli,1000.0,2,52.0,2,216
8552,Yelahanka,1705.0,3,85.0,3,226
8553,Tumkur Road,1060.0,2,58.3,3,214
8554,other,1347.0,2,55.0,3,230
8555,Varthur,1402.0,2,95.0,2,217
8556,Whitefield,2280.0,4,125.0,3,224
8557,other,1225.0,2,71.05,2,230
8558,5th Phase JP Nagar,1080.0,2,53.0,2,4
8559,Begur Road,1100.0,2,42.6,2,39
8560,Bannerghatta Road,1200.0,2,78.0,2,34
8561,other,1200.0,3,78.0,2,230
8562,Kothanur,1581.0,3,76.0,3,146
8563,Whitefield,2882.0,5,200.0,4,224
8564,TC Palaya,1440.0,5,97.0,5,207
8565,Nagasandra,7000.0,8,450.0,4,170
8566,Abbigere,985.0,2,38.92,2,10
8567,Sarjapur,950.0,2,35.0,2,193
8568,other,1339.0,2,55.0,2,230
8569,other,1449.0,3,72.0,3,230
8570,other,1100.0,2,38.68,2,230
8571,Kaval Byrasandra,2700.0,3,200.0,3,133
8572,other,1100.0,2,55.0,2,230
8573,Electronic City,1140.0,2,32.92,2,74
8574,Chandapura,800.0,1,30.0,2,55
8575,Chikkabanavar,2000.0,4,65.0,5,58
8576,other,1300.0,2,95.0,2,230
8577,Kanakpura Road,1220.0,2,60.0,2,127
8578,Sarjapur  Road,2289.0,3,178.0,3,194
8579,Whitefield,1170.0,2,56.0,2,224
8580,other,1350.0,2,89.5,2,230
8581,Thanisandra,1698.0,3,125.0,3,209
8582,Electronic City Phase II,3262.5,4,105.0,4,75
8583,Ambalipura,1060.0,2,58.5,2,12
8584,Somasundara Palya,1185.0,2,75.0,2,202
8585,Padmanabhanagar,2051.0,3,180.0,3,178
8586,Vittasandra,1404.0,2,72.0,2,223
8587,Electronic City Phase II,1252.0,2,67.0,2,75
8588,Bannerghatta Road,1885.0,3,125.0,3,34
8589,Kaikondrahalli,3381.0,6,225.0,6,120
8590,Hormavu,980.0,2,42.0,2,100
8591,Banashankari,1420.0,3,66.0,3,26
8592,other,2312.0,3,156.0,3,230
8593,Kaggadasapura,3000.0,4,130.0,4,118
8594,other,1175.0,2,70.0,2,230
8595,other,1145.0,2,51.0,2,230
8596,Bhoganhalli,970.0,2,52.5,2,43
8597,Whitefield,2399.5,3,92.63,3,224
8598,9th Phase JP Nagar,5000.0,4,300.0,4,8
8599,Ramagondanahalli,1635.0,3,57.0,3,187
8600,Hennur Road,2950.0,4,253.0,4,96
8601,Jalahalli,1200.0,2,66.0,1,111
8602,Yeshwanthpur,1166.0,2,64.08,2,229
8603,Shivaji Nagar,1460.0,2,90.0,3,200
8604,other,1690.0,3,50.0,3,230
8605,other,1386.0,3,93.0,4,230
8606,other,1090.0,2,32.0,2,230
8607,Whitefield,1390.0,2,72.0,2,224
8608,Sector 2 HSR Layout,1095.0,2,85.41,2,196
8609,Kengeri,416.0,1,17.19,1,135
8610,Yelahanka,1350.0,2,85.0,3,226
8611,Bannerghatta Road,1453.0,2,73.0,3,34
8612,Thanisandra,1226.0,2,65.0,2,209
8613,Hegde Nagar,1168.0,2,68.0,3,94
8614,Bannerghatta,1776.0,3,124.0,3,33
8615,Whitefield,1634.0,3,68.0,3,224
8616,Hormavu,860.0,2,56.0,2,100
8617,Nagasandra,1650.0,3,95.0,3,170
8618,Whitefield,1190.0,2,70.0,2,224
8619,JP Nagar,1133.0,2,33.99,2,109
8620,other,1559.0,3,62.0,3,230
8621,Horamavu Banaswadi,1448.0,4,118.0,3,99
8622,other,6652.0,6,510.0,4,230
8623,Kodichikkanahalli,976.0,2,50.0,2,138
8624,Binny Pete,2940.0,6,201.0,4,45
8625,Yelahanka,1633.0,3,110.0,3,226
8626,Ramagondanahalli,1151.0,2,46.0,2,187
8627,Kereguddadahalli,1400.0,2,42.0,3,137
8628,Uttarahalli,1037.0,2,36.0,2,216
8629,Thanisandra,1188.0,2,36.0,2,209
8630,other,1060.0,2,52.0,2,230
8631,Thigalarapalya,2215.0,4,162.0,3,210
8632,Harlur,2569.0,5,180.0,4,91
8633,other,900.0,2,27.0,2,230
8634,Kudlu Gate,1183.0,2,79.54,2,148
8635,HSR Layout,1100.0,2,44.0,2,89
8636,GM Palaya,1643.0,2,70.0,3,78
8637,other,1500.0,2,120.0,3,230
8638,Jakkur,1291.0,2,75.0,2,110
8639,Hennur,1150.0,3,80.0,3,95
8640,other,1700.0,3,55.0,4,230
8641,Mahadevpura,1236.0,2,58.0,2,156
8642,Ramamurthy Nagar,1350.0,2,39.0,3,188
8643,Pai Layout,3800.0,6,175.0,6,179
8644,Haralur Road,4694.0,5,375.0,4,90
8645,Electronic City,1200.0,2,34.66,2,74
8646,Harlur,1225.0,2,56.0,2,91
8647,Thanisandra,1056.0,2,75.0,2,209
8648,9th Phase JP Nagar,1240.0,2,42.85,3,8
8649,Banashankari,1200.0,3,74.52,3,26
8650,Kudlu Gate,1850.0,3,110.0,3,148
8651,other,3150.0,4,180.0,4,230
8652,other,1200.0,1,39.82,1,230
8653,Jigani,918.0,2,56.0,2,113
8654,other,1330.0,2,68.0,3,230
8655,Munnekollal,1540.0,2,70.0,3,164
8656,Lakshminarayana Pura,1200.0,2,80.0,2,153
8657,other,927.0,2,37.0,2,230
8658,Sarjapur,3875.5,4,115.0,4,193
8659,CV Raman Nagar,1400.0,2,78.0,3,53
8660,8th Phase JP Nagar,1510.0,2,80.0,2,7
8661,Malleshwaram,302.0,2,25.0,2,160
8662,other,1500.0,3,61.52,3,230
8663,Yelahanka,1142.0,1,42.535,1,226
8664,Vidyaranyapura,1100.0,2,72.0,3,219
8665,other,1200.0,3,68.0,3,230
8666,Hormavu,2282.0,4,115.0,4,100
8667,other,760.0,2,37.49,2,230
8668,Sarjapur,2172.0,3,100.0,3,193
8669,8th Phase JP Nagar,3300.0,3,165.0,3,7
8670,Thubarahalli,1242.0,3,51.0,3,211
8671,Uttarahalli,1245.0,2,43.58,3,216
8672,Kadugodi,1088.0,2,44.0,2,117
8673,Sahakara Nagar,1200.0,2,46.0,2,190
8674,TC Palaya,1995.0,3,100.0,3,207
8675,Haralur Road,1309.0,2,82.0,2,90
8676,Abbigere,1200.0,6,95.0,6,10
8677,other,1250.0,3,42.0,3,230
8678,Hebbal,3520.0,5,240.0,3,92
8679,5th Phase JP Nagar,1041.0,2,54.0,2,4
8680,Sarjapur  Road,1505.0,2,60.0,3,194
8681,Bannerghatta,1776.0,3,150.0,3,33
8682,Bellandur,1767.0,3,89.0,3,40
8683,Kengeri,1320.0,2,50.0,2,135
8684,other,1280.0,2,68.48,2,230
8685,Thanisandra,1245.0,2,83.05,2,209
8686,Haralur Road,1027.0,1,44.0,2,90
8687,other,1065.0,3,72.0,3,230
8688,Kannamangala,1814.0,3,129.0,3,128
8689,Ramagondanahalli,1610.0,2,112.0,3,187
8690,Kasavanhalli,1600.0,3,79.0,3,130
8691,other,3200.0,4,140.0,3,230
8692,other,1250.0,2,77.13,3,230
8693,other,1475.0,3,75.0,3,230
8694,Electronic City,1353.0,2,75.0,2,74
8695,Electronics City Phase 1,1750.0,3,58.0,3,76
8696,Sahakara Nagar,1270.0,2,96.0,2,190
8697,Battarahalli,2700.0,3,75.0,4,37
8698,Thanisandra,2695.0,4,188.0,4,209
8699,other,1330.0,3,65.0,3,230
8700,BTM 2nd Stage,1400.0,2,90.0,2,22
8701,Gubbalala,4000.0,5,195.0,4,84
8702,Kanakpura Road,1700.0,3,75.0,3,127
8703,Kasavanhalli,1585.0,2,90.0,2,130
8704,Kothanur,1385.0,3,67.0,3,146
8705,Electronic City,1128.0,2,67.0,2,74
8706,HSR Layout,1203.0,2,60.0,2,89
8707,Mallasandra,905.0,2,35.0,2,158
8708,Hennur Road,1450.0,3,79.0,3,96
8709,Varthur,1105.0,2,38.0,2,217
8710,Channasandra,1200.0,2,46.13,2,56
8711,Jalahalli,1530.0,2,89.0,3,111
8712,Whitefield,1105.0,2,35.4,2,224
8713,Dasarahalli,1333.0,2,78.56,2,64
8714,Old Madras Road,1530.0,3,76.34,3,177
8715,Margondanahalli,1200.0,2,65.0,2,162
8716,Whitefield,1270.0,2,94.0,2,224
8717,Bellandur,1830.0,3,89.0,3,40
8718,Chandapura,900.0,2,35.0,2,55
8719,other,7000.0,6,560.0,6,230
8720,Bannerghatta Road,1450.0,2,78.0,3,34
8721,other,1525.0,3,65.0,3,230
8722,Mahalakshmi Layout,1080.0,2,67.0,2,157
8723,other,1220.0,2,72.0,2,230
8724,Bommanahalli,1962.5,2,73.17,2,47
8725,other,1500.0,2,60.0,2,230
8726,Koramangala,1355.0,2,95.0,2,144
8727,Electronic City,1070.0,2,57.0,2,74
8728,Bommasandra,842.0,2,30.0,2,48
8729,Bannerghatta Road,700.0,1,31.2,1,34
8730,other,1884.0,3,95.0,3,230
8731,other,1100.0,2,75.0,2,230
8732,Thanisandra,1185.0,2,43.5,2,209
8733,Varthur,2145.0,3,170.0,3,217
8734,Whitefield,1220.0,2,89.0,2,224
8735,6th Phase JP Nagar,1192.0,2,75.0,2,5
8736,Marathahalli,1449.0,3,110.0,3,161
8737,Electronic City,1700.0,3,90.0,3,74
8738,Hebbal,1920.0,3,150.0,3,92
8739,other,1350.0,2,90.0,2,230
8740,other,4800.0,5,350.0,4,230
8741,other,1700.0,3,74.0,3,230
8742,Hoodi,1447.0,3,76.0,2,97
8743,Kanakpura Road,1329.0,2,107.0,2,127
8744,Sarjapur  Road,1314.0,2,70.44,3,194
8745,other,1590.0,2,80.0,3,230
8746,Vittasandra,1246.0,2,67.5,2,223
8747,Dasarahalli,1220.0,2,62.0,2,64
8748,Kaval Byrasandra,1400.0,3,75.0,3,133
8749,Kasavanhalli,1245.0,2,80.0,2,130
8750,other,1495.0,2,63.0,3,230
8751,Gollarapalya Hosahalli,996.0,2,36.5,2,81
8752,Yelahanka New Town,1000.0,2,44.0,2,227
8753,other,1250.0,2,75.0,2,230
8754,Thanisandra,1261.0,2,80.0,3,209
8755,Electronics City Phase 1,1080.0,2,46.0,2,76
8756,other,1230.0,2,50.0,2,230
8757,HSR Layout,1590.0,2,135.0,3,89
8758,Horamavu Agara,1220.0,2,39.0,2,98
8759,Green Glen Layout,1750.0,3,105.0,3,83
8760,Whitefield,1436.0,2,62.15,3,224
8761,Varthur,1560.0,3,90.0,3,217
8762,Whitefield,3758.0,3,300.0,3,224
8763,other,1275.0,2,59.0,2,230
8764,other,1040.0,2,36.4,2,230
8765,Bellandur,2400.0,3,115.0,3,40
8766,Kaggalipura,3150.0,5,212.0,4,119
8767,Karuna Nagar,1960.0,3,165.0,3,129
8768,Yelahanka,1765.0,2,53.105,2,226
8769,Hosakerehalli,4500.0,5,145.0,5,102
8770,other,648.0,1,40.0,1,230
8771,Sarjapur  Road,2100.0,3,130.0,3,194
8772,Bommasandra,1365.0,3,52.82,3,48
8773,Yelahanka New Town,650.0,1,18.0,1,227
8774,Chandapura,1200.0,2,52.0,3,55
8775,Cooke Town,1100.0,2,90.0,2,61
8776,7th Phase JP Nagar,1075.0,2,57.0,3,6
8777,Banashankari,1100.0,2,63.0,2,26
8778,other,1320.0,2,58.0,3,230
8779,Kammasandra,1500.0,3,65.0,3,125
8780,Bisuvanahalli,1075.0,2,32.0,3,46
8781,other,1480.0,3,75.48,3,230
8782,Kanakpura Road,1041.0,2,36.44,2,127
8783,other,1128.0,2,48.4,2,230
8784,Hosur Road,1685.0,3,90.0,3,104
8785,other,1180.0,2,65.0,2,230
8786,other,1200.0,2,60.0,2,230
8787,other,1250.0,3,39.5,3,230
8788,other,1000.0,2,45.0,2,230
8789,Varthur,1760.0,2,85.0,2,217
8790,other,975.0,2,55.0,2,230
8791,other,1190.0,2,42.0,2,230
8792,Kudlu,1110.0,2,46.0,2,147
8793,Gunjur,1235.0,2,44.5,2,85
8794,other,1275.0,2,55.0,2,230
8795,Harlur,1197.0,2,76.0,2,91
8796,Begur Road,644.0,1,32.0,1,39
8797,Bellandur,1251.0,2,47.0,2,40
8798,other,1080.0,2,38.0,2,230
8799,Kudlu,2100.0,3,114.0,4,147
8800,NRI Layout,1731.0,3,64.11,3,168
8801,Hormavu,1206.0,2,55.0,2,100
8802,Choodasandra,1560.0,3,78.0,3,60
8803,7th Phase JP Nagar,750.0,1,47.0,1,6
8804,Billekahalli,1035.0,2,90.0,2,44
8805,Sarjapur  Road,702.0,1,35.8,1,194
8806,Attibele,1700.0,3,65.0,3,21
8807,HRBR Layout,1145.0,2,68.5,2,88
8808,Ramamurthy Nagar,1208.0,2,43.5,3,188
8809,Brookefield,1589.0,3,74.0,3,51
8810,other,560.0,2,22.0,2,230
8811,Yelahanka New Town,1426.0,2,61.5,3,227
8812,Green Glen Layout,1885.0,3,135.0,3,83
8813,Old Madras Road,935.0,2,37.77,2,177
8814,Old Madras Road,1171.0,2,73.0,2,177
8815,Singasandra,1465.0,2,60.0,2,201
8816,Budigere,1820.0,3,95.0,3,52
8817,Raja Rajeshwari Nagar,1580.0,2,66.85,3,184
8818,Whitefield,1452.0,2,46.29,3,224
8819,Hennur Road,1445.0,2,89.56,3,96
8820,other,1170.0,2,39.0,2,230
8821,other,1070.0,2,50.0,2,230
8822,Rachenahalli,2600.0,3,160.0,3,183
8823,other,1532.0,3,59.75,3,230
8824,other,1150.0,2,46.0,2,230
8825,Jakkur,1473.0,2,85.0,2,110
8826,Kathriguppe,1350.0,3,80.99,3,132
8827,CV Raman Nagar,1980.0,4,166.0,3,53
8828,Hoodi,1660.0,3,128.0,3,97
8829,Chamrajpet,650.0,2,45.0,2,54
8830,other,1495.0,3,90.0,3,230
8831,R.T. Nagar,1080.0,2,48.0,2,182
8832,Electronic City,1521.0,2,57.5,3,74
8833,other,1053.0,2,51.0,2,230
8834,other,1250.0,3,39.0,3,230
8835,other,1200.0,2,75.0,4,230
8836,Uttarahalli,1000.0,2,39.5,2,216
8837,Bannerghatta Road,1630.0,3,68.0,3,34
8838,Kammasandra,985.0,2,40.5,2,125
8839,BTM 2nd Stage,1200.0,2,70.0,2,22
8840,Ambalipura,1650.0,3,100.0,3,12
8841,Mico Layout,1670.0,3,59.0,3,163
8842,other,1000.0,2,60.0,2,230
8843,other,830.0,2,26.0,2,230
8844,Ramagondanahalli,1200.0,3,56.1,3,187
8845,Begur Road,3700.0,6,122.5,4,39
8846,Nagarbhavi,1635.0,3,85.0,3,169
8847,HSR Layout,1120.0,2,70.0,2,89
8848,other,2750.0,6,200.0,6,230
8849,Harlur,2137.0,3,110.0,3,91
8850,Hennur Road,973.0,2,50.74,2,96
8851,Electronic City,750.0,1,35.0,1,74
8852,Kambipura,883.0,2,49.0,2,123
8853,Ramagondanahalli,2787.0,5,220.0,4,187
8854,other,1470.0,2,60.0,3,230
8855,Electronics City Phase 1,891.0,2,24.95,2,76
8856,other,1275.0,2,76.0,2,230
8857,Kothanur,1787.0,3,120.0,3,146
8858,8th Phase JP Nagar,1730.0,5,75.0,5,7
8859,Sarjapur  Road,1320.0,2,110.0,2,194
8860,Yeshwanthpur,1692.0,3,108.0,3,229
8861,Bannerghatta Road,1400.0,3,69.0,3,34
8862,Whitefield,1370.0,2,56.0,2,224
8863,other,1602.0,3,56.0,3,230
8864,other,793.0,1,40.0,1,230
8865,GM Palaya,675.0,1,35.0,1,78
8866,Chikka Tirupathi,3250.0,4,136.0,4,57
8867,Whitefield,1050.0,2,43.0,2,224
8868,Jalahalli East,1035.0,2,42.5,2,112
8869,Sarjapur  Road,1200.0,2,44.0,3,194
8870,Sarjapur  Road,1800.0,3,128.0,3,194
8871,Green Glen Layout,1625.0,3,70.0,3,83
8872,Electronics City Phase 1,1032.0,2,31.99,2,76
8873,Whitefield,1496.0,2,71.81,3,224
8874,other,1100.0,2,38.0,2,230
8875,Kundalahalli,1500.0,3,50.0,3,150
8876,Electronic City Phase II,1125.0,2,32.63,2,75
8877,other,1555.0,3,73.0,3,230
8878,Amruthahalli,1025.0,2,42.0,2,14
8879,other,1630.0,2,130.0,3,230
8880,Arekere,900.0,2,44.5,2,20
8881,Yelahanka,1355.0,2,75.0,3,226
8882,Akshaya Nagar,1200.0,2,45.0,2,11
8883,other,1563.0,3,63.0,3,230
8884,other,1344.0,4,84.0,4,230
8885,5th Phase JP Nagar,812.0,2,42.0,2,4
8886,Basaveshwara Nagar,1200.0,2,70.0,2,36
8887,Yelahanka,3175.0,4,156.0,4,226
8888,Marathahalli,1360.0,2,101.0,2,161
8889,Rachenahalli,1756.0,3,110.0,3,183
8890,8th Phase JP Nagar,1296.0,2,51.83,3,7
8891,Anandapura,1141.0,2,50.0,2,15
8892,Electronic City,1210.0,2,55.0,2,74
8893,Hormavu,1310.0,2,67.0,2,100
8894,Magadi Road,1713.0,2,55.195,3,155
8895,Gubbalala,1745.0,3,140.0,3,84
8896,Raja Rajeshwari Nagar,1050.0,2,37.0,2,184
8897,Electronic City Phase II,1140.0,2,34.0,2,75
8898,Varthur,1210.0,2,54.0,2,217
8899,Kasavanhalli,2035.0,3,142.0,3,130
8900,Amruthahalli,485.0,1,19.5,1,14
8901,other,1200.0,2,82.0,2,230
8902,Sarjapur  Road,2275.0,4,187.0,3,194
8903,other,1419.0,3,85.0,3,230
8904,other,1195.0,2,42.4,2,230
8905,Thanisandra,1884.0,4,117.0,3,209
8906,Bannerghatta Road,905.0,2,58.0,2,34
8907,JP Nagar,1500.0,2,108.0,3,109
8908,other,850.0,1,50.0,1,230
8909,Tindlu,1165.0,2,59.8,2,213
8910,other,933.0,2,55.0,2,230
8911,Hennur Road,1305.0,2,77.0,3,96
8912,Billekahalli,1125.0,2,65.0,2,44
8913,other,865.0,2,33.0,2,230
8914,Jigani,1245.0,3,66.0,3,113
8915,Kalyan nagar,8840.0,2,300.0,2,122
8916,other,1145.0,2,60.0,3,230
8917,AECS Layout,2000.0,3,90.0,3,9
8918,Hosa Road,625.0,1,43.68,1,101
8919,Kundalahalli,1724.0,3,128.0,3,150
8920,Sarjapur  Road,1270.0,2,54.0,3,194
8921,other,1250.0,3,39.5,3,230
8922,Jakkur,1485.0,3,72.0,3,110
8923,7th Phase JP Nagar,990.0,2,50.0,2,6
8924,Kadubeesanahalli,1140.0,2,78.0,2,116
8925,Yelahanka,1756.0,3,125.0,3,226
8926,other,1025.0,2,48.0,2,230
8927,Whitefield,1216.0,2,72.0,2,224
8928,Sarjapur  Road,1026.0,2,60.8,2,194
8929,Kodichikkanahalli,2700.0,4,125.0,5,138
8930,Begur,1411.0,2,60.0,3,38
8931,Kanakpura Road,1320.0,2,39.6,3,127
8932,Bannerghatta,1320.0,2,50.0,2,33
8933,Kalena Agrahara,1804.0,3,155.0,3,121
8934,Banjara Layout,1200.0,4,105.0,4,32
8935,Hebbal,2375.0,4,189.0,4,92
8936,other,1750.0,3,120.0,3,230
8937,TC Palaya,1152.0,2,55.0,2,207
8938,Thanisandra,965.0,2,54.0,2,209
8939,Lingadheeranahalli,1684.0,3,120.0,3,154
8940,Hennur Road,1672.0,3,86.0,3,96
8941,Panathur,1075.0,2,60.0,2,180
8942,Sarjapur,1500.0,5,95.0,3,193
8943,Hebbal,1420.0,2,99.26,2,92
8944,other,750.0,2,40.0,2,230
8945,Yeshwanthpur,1169.0,2,64.08,2,229
8946,Devanahalli,1290.0,2,62.0,3,65
8947,Kengeri,1160.0,2,40.6,2,135
8948,Mysore Road,1500.0,3,70.0,3,166
8949,other,1300.0,3,46.0,3,230
8950,other,2150.0,3,170.0,3,230
8951,5th Block Hbr Layout,5100.0,5,300.0,6,3
8952,Kadugodi,1875.0,2,110.0,3,117
8953,Hulimavu,1260.0,2,82.0,3,105
8954,Kengeri,2500.0,4,100.0,5,135
8955,Begur Road,1241.0,2,64.0,2,39
8956,Sarjapur  Road,1025.0,2,45.5,2,194
8957,Begur,815.0,2,40.0,2,38
8958,Kanakpura Road,2000.0,3,105.0,3,127
8959,other,8500.5,5,300.0,4,230
8960,Sarjapur  Road,1216.0,2,70.0,2,194
8961,other,2200.0,2,190.0,3,230
8962,Kanakpura Road,1200.0,2,62.0,2,127
8963,Marathahalli,1026.0,2,50.18,2,161
8964,Hulimavu,450.0,1,20.0,1,105
8965,KR Puram,1205.0,2,45.79,2,115
8966,other,1368.0,2,87.0,2,230
8967,Anekal,420.0,1,12.5,1,17
8968,Doddakallasandra,1270.0,2,42.0,2,69
8969,Anekal,614.0,1,28.0,2,17
8970,Margondanahalli,1050.0,2,58.0,2,162
8971,Yelahanka,1408.0,2,58.0,2,226
8972,other,1507.0,3,80.0,3,230
8973,other,1160.0,2,57.0,2,230
8974,other,1200.0,3,70.0,3,230
8975,other,960.0,2,50.0,2,230
8976,NGR Layout,1021.0,2,46.0,2,167
8977,Hegde Nagar,2162.03,4,129.0,3,94
8978,Channasandra,1065.0,2,36.0,2,56
8979,Bannerghatta Road,1465.0,2,75.0,3,34
8980,Marathahalli,1800.0,3,95.0,3,161
8981,other,1175.0,2,83.0,2,230
8982,Sanjay nagar,1050.0,2,59.0,2,191
8983,KR Puram,1827.0,3,97.0,3,115
8984,Thanisandra,1930.0,4,122.0,3,209
8985,Mysore Road,883.0,2,37.0,2,166
8986,Kengeri,550.0,1,16.75,1,135
8987,Kanakapura,1290.0,2,38.69,3,126
8988,Raja Rajeshwari Nagar,1021.0,3,59.0,3,184
